ID,Address,BuildingName,Street_Nbr,Street,VHR,Designation,Zoning,LocalArea,Land_Coord,HRA_HCC,Latitude,Longitude
574,1662 E 21ST AV,,1662,E 21ST AV,C,,RT-10               ,KENSINGTON-CEDAR COT,69823658,,49.2513477858698,-123.070785767301
575,3048 ONTARIO ST,,3048,ONTARIO ST,C,,RM-4                ,MOUNT PLEASANT      ,18468476,,49.2577679547337,-123.104784189026
576,833 KEEFER ST,CHRISTENSON HOUSE ,833,KEEFER ST,B,M,RT-3                ,STRATHCONA          ,59421231,H,49.2794751500899,-123.086419476108
577,580 W HASTINGS ST,BANK OF TORONTO   ,580,W HASTINGS ST,A,M,CD-1                ,CENTRL BUSNES/DWNTWN,59013402,,49.2843328628122,-123.112971535895
578,112 WATER ST,GASTOWN HOTEL     ,112,WATER ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,58015788,,49.2836374512861,-123.107012375581
579,1490 W BROADWAY,,1490,W BROADWAY,A,M,C-3A                ,FAIRVIEW            ,65013004,,49.263409816124,-123.138151438769
580,2970 W 5TH AV,,2970,W 5TH AV,B,,RT-7                ,KITSILANO           ,64205880,,49.2672832002717,-123.171612241069
581,2067 W 16TH AV,,2067,W 16TH AV,B,,RT-8                ,KITSILANO           ,69009055,,49.2575401442789,-123.152421405067
582,3263 W 2ND AV,,3263,W 2ND AV,C,,RT-8                ,KITSILANO           ,63605019,,49.270517830407,-123.177161782198
583,3628 W 3RD AV,,3628,W 3RD AV,C,,RT-8                ,KITSILANO           ,63804062,,49.269227611719,-123.184304864789
584,696 W 16TH AV,FOLEY BUILDING    ,696,W 16TH AV,B,M,C-2                 ,SOUTH CAMBIE        ,69016304,,49.2568591948154,-123.119718378987
585,827 UNION ST,,827,UNION ST,B,,RT-3                ,STRATHCONA          ,59821229,,49.2776756233334,-123.08661791292
586,2065 KITCHENER ST,,2065,KITCHENER ST,B,,RT-4                ,GRANDVIEW-WOODLAND  ,61125565,,49.2722611277546,-123.062326816175
587,139 W 23RD AV,,139,W 23RD AV,B,,RS-1                ,RILEY PARK          ,70717963,,49.2502635160147,-123.108511771232
588,3273 W 2ND AV,,3273,W 2ND AV,C,,RT-8                ,KITSILANO           ,63605007,,49.2704675768467,-123.177377010434
589,2434 W 6TH AV,,2434,W 6TH AV,B,,RT-8                ,KITSILANO           ,64307764,,49.2662793613797,-123.160828351522
590,1204 E 14TH AV,,1204,E 14TH AV,B,,RT-5                ,MOUNT PLEASANT      ,68422244,,49.2575655763744,-123.079449386756
591,3994 W 10TH AV,,3994,W 10TH AV,B,,RS-1                ,WEST POINT GREY     ,67003212,,49.263314855219,-123.193434265635
592,6795 WEST BOULEVARD,,6795,WEST BOULEVARD,B,,RS-5                ,KERRISDALE          ,09079449,,49.2238651570308,-123.153802255502
593,2 W 19TH AV,,2,W 19TH AV,C,,RS-7                ,RILEY PARK          ,69418294,,49.2534789342939,-123.105003650425
594,826 E GEORGIA ST,CRAWFORD HOUSE    ,826,E GEORGIA ST,C,M,RT-3                ,STRATHCONA          ,59621226,,49.2780660287012,-123.086598661074
595,2344 PRINCE ALBERT ST,,2344,PRINCE ALBERT ST,C,,RM-4                ,MOUNT PLEASANT      ,21264644,,49.2636092824798,-123.086878779308
596,142 E PENDER ST,,142,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59218642,,49.2801561071355,-123.101308472134
597,261 E PENDER ST,,261,E PENDER ST,,M,HA-1                ,STRATHCONA          ,59219061,,49.2806059262186,-123.098228000345
598,118 ALEXANDER ST,,118,ALEXANDER ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,57918604,,49.2837004938856,-123.101534938843
599,5560 MCKINNON ST,,5560,MCKINNON ST,A,,RS-1                ,RENFREW-COLLINGWOOD ,77030402,,49.2340747905663,-123.037641768577
600,10 W HASTINGS ST,,10,W HASTINGS ST,,M,HA-2                ,CENTRL BUSNES/DWNTWN,59017284,,49.281064,-123.104918
601,727 TEMPLETON DRIVE,TEMPLETON SEC     ,727,TEMPLETON DRIVE,B,,RT-4                ,GRANDVIEW-WOODLAND  ,59425904,,49.2785999696096,-123.059951946528
602,2196 W 6TH AV,,2196,W 6TH AV,B,,RM-4                ,KITSILANO           ,08764304,,49.2662644925879,-123.154983389479
603,1122 MAINLAND ST,,1122,MAINLAND ST,C,,HA-3                ,CENTRL BUSNES/DWNTWN,15660826,,49.2751484139772,-123.120702300081
604,28 POWELL ST,,28,POWELL ST,,M,HA-2                ,CENTRL BUSNES/DWNTWN,58017824,,49.282995492127,-123.10346719644
605,869 BEATTY ST,,869,BEATTY ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,16060273,,49.2769399306252,-123.115375812867
606,132 W 10TH AV,CLARK HOUSE       ,132,W 10TH AV,A,M,RT-6                ,MOUNT PLEASANT      ,65417960,H,49.261862296242,-123.107959671758
607,2104 E 19TH AV,,2104,E 19TH AV,B,M,RS-1                ,KENSINGTON-CEDAR COT,69325908,H,49.2527638218491,-123.062056785868
608,1595 W 15TH AV,,1595,W 15TH AV,B,,RM-3                ,FAIRVIEW            ,68812407,,49.2582753670988,-123.140951689322
609,3642 W 2ND AV,,3642,W 2ND AV,B,,RT-8                ,KITSILANO           ,63604050,,49.2701275346248,-123.18462163597
610,717 W 18TH AV,,717,W 18TH AV,B,,RS-7                ,SOUTH CAMBIE        ,69315967,,49.2554600632223,-123.120925078727
611,160 E PENDER ST,,160,E PENDER ST,A,M,HA-1                ,CENTRL BUSNES/DWNTWN,59218656,,49.2801505448934,-123.100993603638
612,1895 VENABLES ST,VAN EAST CULT CENT,1895,VENABLES ST,B,MI,CD-1                ,GRANDVIEW-WOODLAND  ,60025291,,49.276873260405,-123.066233984148
613,175 E BROADWAY,,175,E BROADWAY,B,,C-3A                ,MOUNT PLEASANT      ,19064895,,49.2631626838417,-123.101432854785
614,7168 SELKIRK ST,,7168,SELKIRK ST,B,,RS-1                ,OAKRIDGE            ,14580216,,49.2210322041874,-123.133084490567
615,3164 W 6TH AV,,3164,W 6TH AV,B,,RT-7                ,KITSILANO           ,64305324,,49.2664758685003,-123.175312447179
616,1836 STEPHENS ST,,1836,STEPHENS ST,C,,RT-8                ,KITSILANO           ,07263674,,49.2694384097457,-123.165989242349
617,2328 W 5TH AV,,2328,W 5TH AV,C,,RT-8                ,KITSILANO           ,64207878,,49.267074371532,-123.158231768309
618,2345 MAIN ST,,2345,MAIN ST,B,,C-3A                ,MOUNT PLEASANT      ,19064697,,49.2638732409231,-123.101352241632
619,758 E GEORGIA ST,,758,E GEORGIA ST,C,,RT-3                ,STRATHCONA          ,59620558,,49.2780985141174,-123.088340410329
620,1117 E PENDER ST,,1117,E PENDER ST,B,,RT-3                ,STRATHCONA          ,59222217,,49.2802948100355,-123.08078585761
621,2440 W 1ST AV,,2440,W 1ST AV,C,,RM-4                ,KITSILANO           ,63407750,,49.2706421814047,-123.160877559652
622,151 W HASTINGS ST,ORMIDALE BLOCK    ,151,W HASTINGS ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,59015727,,49.2825792367453,-123.108827464211
623,1963 COMOX ST,,1963,COMOX ST,A,M,RM-5B               ,WEST END            ,60710827,,49.2905211667439,-123.142001144006
624,855 W 7TH AV,,855,W 7TH AV,B,,FM-1                ,FAIRVIEW            ,64615351,,49.2653287965634,-123.122897575164
625,156 E 8TH AV,,156,E 8TH AV,B,,C-3A                ,MOUNT PLEASANT      ,19064805,,49.2635441209579,-123.101417035282
626,465 W 13TH AV,WILCOX HOUSE      ,465,W 13TH AV,C,M,CD-1                ,MOUNT PLEASANT      ,17067098,H,49.2597081712445,-123.114732915507
627,2487 ETON ST,,2487,ETON ST,B,,RS-1                ,HASTINGS-SUNRISE    ,57527077,,49.2879893137091,-123.055162264296
628,2812 YUKON ST,,2812,YUKON ST,B,,RT-6                ,MOUNT PLEASANT      ,67017104,,49.2600671573826,-123.112578363174
629,2034 W 36TH AV,,2034,W 36TH AV,B,,RS-5                ,SHAUGHNESSY         ,73709164,,49.2388847514129,-123.152986501079
630,2148 W 13TH AV,,2148,W 13TH AV,C,,RT-7                ,KITSILANO           ,68308752,,49.25980702939,-123.154170026278
631,2818 W 5TH AV,,2818,W 5TH AV,C,,RT-7                ,KITSILANO           ,64206286,,49.2672347192951,-123.16893787588
632,3323 W 8TH AV,,3323,W 8TH AV,C,,RT-7                ,KITSILANO           ,64804565,,49.2653423348177,-123.178364532738
633,2638 W 7TH AV,,2638,W 7TH AV,C,,RT-8                ,KITSILANO           ,64607244,,49.2654940970278,-123.165567147794
634,615 E GEORGIA ST,,615,E GEORGIA ST,B,,RT-3                ,STRATHCONA          ,59619815,,49.2786634797949,-123.091011057712
635,231 E PENDER ST,,231,E PENDER ST,,M,HA-1                ,STRATHCONA          ,59219027,,49.2806165582352,-123.098724414166
636,1311 BEACH AV,,1311,BEACH AV,A,ML,CD-1                ,WEST END            ,61611695,,49.2811672192131,-123.138339685716
637,319 W PENDER ST,,319,W PENDER ST,B,,DD                  ,CENTRL BUSNES/DWNTWN,59214859,,49.2825922823819,-123.111062303119
638,472 UNION ST,,472,UNION ST,B,,RT-3                ,STRATHCONA          ,59819498,,49.2772970846467,-123.0938177367
639,342 WATER ST,,342,WATER ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58013824,,49.2843178408992,-123.109867987073
640,1256 GRANVILLE ST,,1256,GRANVILLE ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,13061256,,49.2763678952394,-123.126788400441
641,2320 CORNWALL AV,,2320,CORNWALL AV,B,,RM-4                ,KITSILANO           ,63007892,,49.2723574088792,-123.157807934421
642,2868 W 3RD AV,,2868,W 3RD AV,B,,RT-8                ,KITSILANO           ,63806242,,49.2690103287882,-123.169906112492
643,1563 MATTHEWS AV,,1563,MATTHEWS AV,B,,FSD                 ,SHAUGHNESSY         ,70212555,,49.2533229778313,-123.140781165701
644,278 E PENDER ST,,278,E PENDER ST,,M,HA-1                ,STRATHCONA          ,59219078,,49.2800855408638,-123.097831251083
645,306 ABBOTT ST,,306,ABBOTT ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,17258904,,49.2826987057842,-123.106632894969
646,58 POWELL ST,,58,POWELL ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,58017876,,49.2831501577385,-123.102728344713
647,905 CHILCO ST,,905,CHILCO ST,B,,RM-5B               ,WEST END            ,60510795,,49.2923866975969,-123.140440581587
648,3106 ALBERTA ST,,3106,ALBERTA ST,A,,RT-6                ,MOUNT PLEASANT      ,17368704,,49.257532839476,-123.110873749325
649,777 BURRARD ST,,777,BURRARD ST,B,,DD                  ,WEST END            ,12060177,,49.2837919002733,-123.122778849294
650,2310 BALACLAVA ST,,2310,BALACLAVA ST,C,,RT-7                ,KITSILANO           ,05864618,,49.2656526758553,-123.173618198096
651,1110 VICTORIA DRIVE,,1110,VICTORIA DRIVE,A,,RT-5                ,GRANDVIEW-WOODLAND  ,25360406,,49.2745828743509,-123.065294329979
652,1469 W 59TH AV,,1469,W 59TH AV,B,,RS-1                ,MARPOLE             ,81313037,,49.2176404502666,-123.13914895023
653,1863 W 16TH AV,,1863,W 16TH AV,B,M,RT-8                ,KITSILANO           ,69009757,,49.2574614386576,-123.147400214856
654,2536 W 6TH AV,,2536,W 6TH AV,C,,RT-8                ,KITSILANO           ,64307364,,49.2663146918063,-123.163197468597
655,3737 W 11TH AV,,3737,W 11TH AV,B,,RS-1                ,WEST POINT GREY     ,67403765,,49.2628211385404,-123.186979032401
656,751 KEEFER ST,,751,KEEFER ST,B,M,RT-3                ,STRATHCONA          ,59420557,,49.2795207278684,-123.088418034078
657,727 KEEFER ST,,727,KEEFER ST,B,,RT-3                ,STRATHCONA          ,59420527,,49.2795175985946,-123.088920720948
658,1110 COMOX ST,,1110,COMOX ST,B,,RM-5B               ,WEST END            ,60711898,,49.2817666935442,-123.129636143943
659,837 BEATTY ST,,837,BEATTY ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,16060227,,49.277376775588,-123.11472254318
660,2090 W 5TH AV,BOYD HOUSE        ,2090,W 5TH AV,B,,RM-4                ,KITSILANO           ,64209004,,49.2669886834117,-123.152573599768
661,2024 W 13TH AV,,2024,W 13TH AV,C,,RT-8                ,KITSILANO           ,68309074,,49.2597628788655,-123.151389305848
662,1275 W 12TH AV,,1275,W 12TH AV,B,,RM-3                ,FAIRVIEW            ,67013825,,49.2609496771316,-123.133182300115
663,119 W PENDER ST,SHELLY BUILDING   ,119,W PENDER ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,59216027,,49.2814635430598,-123.107872780459
664,1228 E 18TH AV,,1228,E 18TH AV,C,,RT-10               ,KENSINGTON-CEDAR COT,69222528,,49.2541814907957,-123.079074913933
665,2982 W 3RD AV,,2982,W 3RD AV,C,,RT-8                ,KITSILANO           ,63805886,,49.2690293391003,-123.171644376363
666,8 W 19TH AV,,8,W 19TH AV,C,,RS-7                ,RILEY PARK          ,69418288,,49.2534819523977,-123.105136952387
667,2526 W 12TH AV,,2526,W 12TH AV,C,,RS-5                ,KITSILANO           ,67007376,,49.260874416312,-123.16319111481
668,1609 NELSON ST,,1609,NELSON ST,B,,RM-5A               ,WEST END            ,60611385,,49.2876620491775,-123.135578166677
669,1185 HARO ST,,1185,HARO ST,C,,RM-5B               ,WEST END            ,11860296,,49.2853017868002,-123.127674599045
670,85 W 11TH AV,,85,W 11TH AV,C,,RT-6                ,MOUNT PLEASANT      ,66418217,,49.2614053753114,-123.10648666402
671,1333 W GEORGIA ST,,1333,W GEORGIA ST,A,,DD                  ,CENTRL BUSNES/DWNTWN,60011603,,49.2889902786515,-123.127532194956
672,2643 W 7TH AV,,2643,W 7TH AV,C,,RT-8                ,KITSILANO           ,64607227,,49.2660074497165,-123.165751677847
673,2395 W 7TH AV,,2395,W 7TH AV,B,,RT-8                ,KITSILANO           ,64607807,,49.2659341076423,-123.159745338974
674,796 E 50TH AV,,796,E 50TH AV,B,,RS-1                ,SUNSET              ,79121096,,49.2242158340105,-123.088278267617
675,2753 W 6TH AV,,2753,W 6TH AV,C,,RT-8                ,KITSILANO           ,64307015,,49.2668730531402,-123.16774974169
676,3588 HUDSON ST,,3588,HUDSON ST,A,,FSD                 ,SHAUGHNESSY         ,14469858,,49.2540279878905,-123.134622290704
677,2586 CAMBRIDGE ST,,2586,CAMBRIDGE ST,B,,RS-1                ,HASTINGS-SUNRISE    ,57627182,,49.286390734551,-123.052523887294
678,1718 VICTORIA DRIVE,,1718,VICTORIA DRIVE,B,,RT-5                ,GRANDVIEW-WOODLAND  ,25363018,,49.2692567434865,-123.065479747526
679,366 W 10TH AV,GRAUER HOUSE      ,366,W 10TH AV,A,MI,RM-4                ,MOUNT PLEASANT      ,65417108,,49.26195409647,-123.112583009876
680,3171 W 5TH AV,,3171,W 5TH AV,C,,RT-7                ,KITSILANO           ,64205337,,49.2678462266938,-123.175073974239
681,2632 HEMLOCK ST,,2632,HEMLOCK ST,B,,RM-3                ,FAIRVIEW            ,66413405,,49.2619223259642,-123.136003596595
682,575 E 49TH AV,,575,E 49TH AV,B,,RS-1                ,SUNSET              ,79020131,,49.2258060734514,-123.092920270938
683,232 E 22ND AV,,232,E 22ND AV,C,,RS-7                ,RILEY PARK          ,70319032,,49.2508934000461,-123.100120862376
684,1280 E 12TH AV,,1280,E 12TH AV,C,,C-1                 ,MOUNT PLEASANT      ,67022296,,49.2594650287984,-123.077962726069
685,87 E PENDER ST,,87,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59217897,,49.2806902243329,-123.102540780924
686,1787 SE MARINE DRIVE,,1787,SE MARINE DRIVE,C,,RS-1                ,VICTORIA-FRASERVIEW ,83024141,,49.2112273948215,-123.070086298217
687,2086 W 5TH AV,,2086,W 5TH AV,C,,RM-4                ,KITSILANO           ,64209016,,49.266957056543,-123.152341614717
688,2901 E HASTINGS ST,HASTINGS PARK     ,2901,E HASTINGS ST,A,,CD-1                ,HASTINGS-SUNRISE    ,57028002,,49.2883824794865,-123.034889910875
689,3123 W BROADWAY,,3123,W BROADWAY,B,,C-2C                ,KITSILANO           ,65005385,,49.2644441074809,-123.174560978702
690,2521 TRINITY ST,,2521,TRINITY ST,B,,RS-1                ,HASTINGS-SUNRISE    ,56827123,,49.2899702118628,-123.053902114436
691,587 W KING EDWARD AV,JAMES HOUSE       ,587,W KING EDWARD AV,B,M,CD-1                ,SOUTH CAMBIE        ,71016531,,49.2493400834795,-123.117523662449
692,237 E 23RD AV,,237,E 23RD AV,B,,RS-7                ,RILEY PARK          ,70619037,,49.250507765979,-123.100130937909
693,4534 PRINCE ALBERT ST,,4534,PRINCE ALBERT ST,B,,RS-1                ,KENSINGTON-CEDAR COT,21271934,,49.2442433379248,-123.08748627068
694,88 E PENDER ST,,88,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59217896,,49.2801679444037,-123.102599225062
695,5522 MCKINNON ST,,5522,MCKINNON ST,A,,RS-1                ,RENFREW-COLLINGWOOD ,77030402,,49.2340747905663,-123.037641768577
696,615 PRINCESS AV,DODD HOUSE        ,615,PRINCESS AV,C,M,RT-3                ,STRATHCONA          ,19859427,H,49.2790315179957,-123.091817882862
697,868 CASSIAR ST,,868,CASSIAR ST,A,M,CD-1                ,HASTINGS-SUNRISE    ,30059806,,49.2768002107925,-123.030082207942
698,1990 W 15TH AV,,1990,W 15TH AV,C,,RT-8                ,KITSILANO           ,68809504,,49.2578782525035,-123.150461768728
699,2104 ALBERTA ST,,2104,ALBERTA ST,B,,I-1                 ,MOUNT PLEASANT      ,17364406,,49.2664455139746,-123.110576694315
700,1296 THE CRESCENT,,1296,THE CRESCENT,C,,FSD                 ,SHAUGHNESSY         ,69814404,,49.2545596758296,-123.134561924596
701,6633 MACDONALD ST,,6633,MACDONALD ST,B,,RS-1                ,KERRISDALE          ,07083055,,49.2253040232331,-123.169308890603
702,3522 W 47TH AV,,3522,W 47TH AV,A,,RS-6                ,DUNBAR-SOUTHLANDS   ,76504084,,49.2290823236919,-123.182903332515
703,2162 YORK AV,,2162,YORK AV,B,,RM-4                ,KITSILANO           ,63108738,,49.2713889341378,-123.154127978154
704,3057 W 39TH AV,,3057,W 39TH AV,A,,RS-5                ,DUNBAR-SOUTHLANDS   ,74405471,,49.2368876478268,-123.173889686738
705,2733 W 3RD AV,,2733,W 3RD AV,B,,RT-8                ,KITSILANO           ,63807075,,49.2695016185499,-123.167056851834
706,911 W 22ND AV,,911,W 22ND AV,B,,RS-5                ,SOUTH CAMBIE        ,70315079,,49.251940141258,-123.125149871388
707,512 E GEORGIA ST,,512,E GEORGIA ST,B,,RT-3                ,STRATHCONA          ,59619614,,49.2781902018584,-123.093173548826
708,3010 ST. CATHERINES ST,,3010,ST. CATHERINES ST,C,,RT-5                ,MOUNT PLEASANT      ,21468412,,49.2576483630578,-123.085029809646
709,55 POWELL ST,,55,POWELL ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58017853,,49.2834348729792,-123.102819412023
710,962 JERVIS ST,,962,JERVIS ST,B,,RM-5B               ,WEST END            ,60511706,,49.2853076851762,-123.13081332488
711,1840 E 12TH AV,,1840,E 12TH AV,B,,RT-5AN              ,KENSINGTON-CEDAR COT,67025068,,49.2592576977522,-123.067148752982
712,3275 WILLIAM ST,,3275,WILLIAM ST,B,,RS-1                ,HASTINGS-SUNRISE    ,60629683,,49.2743626408962,-123.034100649569
713,311 HEATLEY AV,,311,HEATLEY AV,B,,DEOD                ,STRATHCONA          ,20558905,,49.2818361327103,-123.08971197273
714,1612 CEDAR CRESCENT,,1612,CEDAR CRESCENT,A,,FSD                 ,SHAUGHNESSY         ,69112296,,49.2563396520265,-123.141780971877
715,1646 LAURIER AV,,1646,LAURIER AV,B,,FSD                 ,SHAUGHNESSY         ,70512262,,49.2505159618331,-123.142638001026
716,361 W 7TH AV,,361,W 7TH AV,B,,I-1                 ,MOUNT PLEASANT      ,64617125,,49.265057247153,-123.112284778985
717,1723 GRANT ST,,1723,GRANT ST,C,,C-2C                ,GRANDVIEW-WOODLAND  ,25061192,,49.2714231747553,-123.069196544132
718,41 E PENDER ST,,41,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59217839,,49.2807085510905,-123.103327929603
719,148 E PENDER ST,,148,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59218646,,49.2801526036475,-123.101200533588
720,2625 OXFORD ST,HARDY HOUSE       ,2625,OXFORD ST,C,,RS-1                ,HASTINGS-SUNRISE    ,57727423,,49.2859559601068,-123.051205504648
721,2048 E PENDER ST,,2048,E PENDER ST,C,,RS-4                ,GRANDVIEW-WOODLAND  ,59225544,,49.2799230651223,-123.062591710342
722,1164 W 7TH AV,,1164,W 7TH AV,C,,FM-1                ,FAIRVIEW            ,64614642,,49.2649602149946,-123.130456697944
723,2032 W 5TH AV,,2032,W 5TH AV,C,,RM-4                ,KITSILANO           ,64209078,,49.2669666259504,-123.151233490987
724,1090 NICOLA ST,DARLING HOUSE     ,1090,NICOLA ST,B,M,RM-5                ,WEST END            ,11560760,,49.285413510326,-123.135461267296
725,1001 COTTON DRIVE,BRITANNIA SEC     ,1001,COTTON DRIVE,B,,CD-1                ,GRANDVIEW-WOODLAND  ,60623405,,49.2747665155214,-123.071951204756
726,2328 BALACLAVA ST,,2328,BALACLAVA ST,C,,RT-7                ,KITSILANO           ,05864662,,49.2653953998395,-123.173626917007
727,1897 W 37TH AV,BLOOMFIELD HOUSE  ,1897,W 37TH AV,C,,RS-5                ,SHAUGHNESSY         ,73909707,,49.2384371893428,-123.148464743546
728,2206 SW MARINE DRIVE,,2206,SW MARINE DRIVE,B,,RS-1                ,KERRISDALE          ,83008192,,49.2198568700591,-123.15935158497
